Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen– Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
SMW,HC,2021,8,8,9:05,1,U08715,C,D,COHU,M,2,,P,80,50,,,E,E,,,Y,,46,18.6,N,0,,1,F,6,F,L,3.51,,,,,,,,,
SMW,HC,2021,8,8,9:12,1,U08716,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,20,N,0,,3,3,L,L,L,3.26,,,,,,,,,
SMW,HC,2021,8,8,9:36,1,U08717,D,D,BCHU,M,1,,V,99,,,,,,,,,,44,18.6,N,T,,F,F,L,L,L,3.2,,,,,,,,,
SMW,HC,2021,8,8,10:53,1,U08718,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,44.5,20.3,WN,0,,1,1,F,F,L,3.27,,,,,,,,,
SMW,HC,2021,8,21,6:17,1,U08719,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,18.5,N,0,,F,F,L,F,L,2.9,,,,,,,,,
SMW,HC,2021,8,21,6:19,1,U08720,D,D,BCHU,M,1,,V,99,,,,,,,,,,45,19.1,N,0,,1,1,L,F,L,3.29,,,,,,,,,
SMW,HC,2021,8,21,6:22,1,U08721,D,D,BCHU,M,1,,V,99,,,,,,,,,,45,18.3,WH,T,,1,1,L,F,L,3.3,,,,,,,,,
SMW,HC,2021,8,21,6:33,1,U08722,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.8,N,0,,F,L,L,L,L,2.98,,,,,,,,,
SMW,HC,2021,8,21,6:40,1,U08723,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,18.2,WH,1,,L,L,L,F,L,2.87,,,,,,,,,
SMW,HC,2021,8,21,6:50,1,U08724,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.2,N,0,,1,1,L,L,L,2.96,,,,,,,,,
SMW,HC,2021,9,4,6:15,1,U08725,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,19.9,N,1,,F,1,L,F,L,3.62,,,,,,,,,
SMW,HC,2021,9,4,6:28,1,U08726,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,18.7,N,,,F,F,L,L,F,3.21,,,,,,,,,
SMW,HC,2021,9,4,6:49,1,U08727,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,18,WH,3,,1,1,L,F,L,3.81,,,,,,,,,
SMW,HC,2021,9,4,6:53,1,U08728,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.4,N,0,,1,L,L,L,L,3.01,,,,,,,,,
SMW,HC,2021,9,4,6:56,1,U08729,D,D,BCHU,M,1,,V,99,,,,,,,,,,44,19,N,0,,1,1,M,F,L,3.16,,,,,,,,,
SMW,HC,2021,9,4,7:00,1,U08730,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,42.5,19.7,ON,,,1,F,F,F,L,3.05,,,,,,,,,
SMW,HC,2021,9,4,7:11,1,U08731,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,20.5,N,T,,1,2,6,F,L,3.31,,,,,,,,,
SMW,HC,2021,9,4,7:26,1,U08732,D,D,BCHU,M,2,,V,6,,2,Y,U,E,,2X2,P,,44.5,19.7,YU,0,,1,F,F,F,M,3.08,,,,,,,,,
SMW,HC,2021,9,4,7:31,1,U08733,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.1,N,2,,F,F,L,F,L,3.28,,,,,,,,,
SMW,HC,2021,9,4,7:48,1,U08734,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,18.5,N,1,,1,F,L,F,L,3.06,,,,,,,,,
SMW,HC,2021,9,4,7:59,1,U08735,D,D,BCHU,M,2,,V,6,,2,Y,U,E,,2X1,P,,44,18.7,N,0,,1,F,F,F,M,2.99,,,,,,,,,
SMW,HC,2021,9,4,8:05,1,U08736,C,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,18.1,WH,T,,1,2,L,F,L,3.45,,,,,,,,,
SMW,HC,2021,9,4,8:16,1,U08737,D,D,BCHU,M,2,,V,15,,2,S,U,E,,2X1,P,,44.5,21.2,N,T,,1,1,L,F,M,3.06,,,,,,,,,
SMW,HC,2021,9,4,8:42,1,U08738,D,D,BCHU,M,2,,V,40,,2,N,U,E,,,P,,44,18.8,WH,T,,F,F,F,F,L,2.96,,,,,,,,,
SMW,HC,2021,9,4,8:48,1,U08739,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,20,WH,T,,1,1,L,F,L,3.56,,,,,,,,,
SMW,HC,2021,9,21,6:29,1,U08740,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,20.8,WH,3,,1,F,F,F,F,4.16,,,,,,,,,ADULT TAIL
SMW,HC,2021,9,21,6:50,1,U08741,D,D,BCHU,M,2,,HS,,,,,U,E,,3X3,P,,45,19.8,N,2,,F,F,F,F,L,3.77,,,,,,,,,
SMW,HC,2021,9,21,6:53,1,U08742,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,3X3,P,,46,17.9,N,2,,F,F,F,F,L,3.56,,,,,,,,,
SMW,HC,2021,9,21,6:56,1,U08743,D,D,BCHU,M,2,,V,4,,2,Y,U,E,,,P,,43.5,18.3,N,0,,F,F,F,F,M,3.2,,,,,,,,,
SMW,HC,2021,9,21,7:02,1,U08744,D,D,BCHU,M,1,,HS,3,,,Y,U,E,,1X1,P,,43.5,20.3,N,1,,F,F,F,F,L,3.65,,,,,,,,,
SMW,HC,2021,9,21,7:16,1,U08745,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,20.4,N,2,,F,F,F,F,L,4.12,,,,,,,,,
SMW,HC,2021,9,21,7:34,1,U08746,D,D,BCHU,M,2,,MS,,,3,Y,U,E,,3X2,P,,45,19.2,N,2,,1,F,F,F,L,3.57,,,,,,,,,
SMW,HC,2021,9,21,7:48,1,U08747,D,D,BCHU,M,2,,V,1,,2,Y,U,E,,3X2,P,,45,19.2,N,0,,F,F,F,F,L,3.09,,,,1,9:43,,,,
SMW,HC,2021,9,21,7:50,1,U08748,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,45,19.2,N,1,,F,F,F,F,L,3.53,,,,1,11:10,,,,
SMW,HC,2021,9,21,7:50,4,U08749,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMW,HC,2021,9,21,8:26,1,U08750,C,D,BCHU,M,2,,HS,,,2,Y,U,E,,2X2,P,,46,19.7,N,2,,F,F,F,F,L,4.07,,,,,,,,,
GS,HC,2021,7,10,9:33,1,U08751,E,E,BBLH,M,1,,B,99,,,,,,,,,,49,19.9,N,0,,F,F,F,F,F,2.99,,,,1,10:42,,,,
GS,HC,2021,7,10,9:40,1,U08752,E,E,BBLH,M,1,,B,99,,,,,,,,,,52,21,N,0,,F,F,3,F,L,3.32,,,,,,,,,
GS,HC,2021,7,10,9:43,1,U08753,E,E,BBLH,M,1,,B,99,,,,,,,,,,51,20.2,N,0,,1,1,F,F,L,3.15,,,,,,,,,
SMW,HC,2021,8,8,6:26,1,U08754,E,E,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.2,N,0,,1,1,2,F,L,3.19,,,,,,,,,
SMW,HC,2021,8,8,6:50,1,U08755,D,E,BBLH,M,2,,B,15,,3,Y,,,,,,,50,20.8,N,0,,1,1,F,F,F,3.24,,,,1,7:26,,,,
SMW,HC,2021,8,8,7:21,1,U08756,E,E,BBLH,M,1,,B,95,,,,,,,,,,50,21.7,N,0,,3,3,6,1,2,3.41,,,,1,8:19,,,,
SMW,HC,2021,8,8,8:11,1,U08757,D,E,BBLH,M,2,,B,20,,3,Y,,,,,,,49,21.1,N,0,,2,2,L,F,L,3.17,,,,1,9:30,,,,
SMW,HC,2021,8,8,8:25,1,U08758,E,E,BBLH,M,1,,B,95,,,,,,,,,,51,21.6,N,0,,2,3,7,1,5,3.44,,,,,,,,,DROPPED TAIL OR FAST MOLTER?
SMW,HC,2021,8,8,8:53,1,U08759,D,E,BBLH,M,2,,B,30,,3,Y,,,,,,,52,22.3,N,0,,2,2,L,F,F,3.33,,,,,,,,,
SMW,HC,2021,8,8,10:36,1,U08760,D,E,BBLH,M,2,,B,20,,2,Y,,,,,,,52,21.7,N,0,,2,2,4,F,L,3.31,,,,,,,,,
SMW,HC,2021,8,8,10:46,1,U08761,D,E,BBLH,M,1,,B,99,,,,,,,,,,51,20.9,N,P,,F,F,7,F,L,3.23,,,,,,,,,
SMW,HC,2021,8,21,6:00,8,U08762,,,BALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMW,HC,2021,8,21,6:05,1,U08763,E,E,BCHU,M,1,,V,99,,0,,,,,,,,41,18.2,N,0,,1,2,6,L,L,2.66,,,,,,,,,
SMW,HC,2021,8,21,6:36,1,U08764,D,E,RUHU,F,2,,O,2,,3,S,,5,GB,E,,4,44.5,18.1,WH,T,2,F,F,F,F,L,3.07,,,,,,,,,
SMW,HC,2021,9,21,6:59,1,U08765,E,E,BCHU,M,2,,V,1,,2,Y,U,E,,,P,,46.5,19.4,N,1,,F,F,F,F,L,3.12,,,,,,,,,
SMW,HC,2021,9,21,7:27,1,U08766,E,E,BCHU,M,2,,V,5,,2,Y,U,E,,,P,,42.5,19.6,N,1,,F,F,F,F,L,3.16,,,,,,,,,
SMW,HC,2021,9,21,8:21,1,U08767,E,E,BCHU,F,1,,HS,,,0,N,U,E,,,P,,48,21.9,N,0,2,1,1,L,L,M,3.16,,,,,,,,,
SMW,HC,2021,9,21,10:55,1,U08768,E,E,BBLH,M,2,,B,20,,3,Y,,,,,,,50.5,21.5,N,1,,F,F,F,F,F,4.05,,,,,,,,,
SMW,HC,2021,8,8,6:19,1,U08801,E,F,BBLH,M,2,,B,40,,1,Y,,,,,,,50.5,20.7,N,0,,2,3,3,L,L,3.51,,,,1,8:34,,,,
SMW,HC,2021,8,8,6:22,1,U08802,F,F,BBLH,M,2,,B,25,,3,Y,,,,,,,50.5,20.7,N,0,,1,1,5,F,F,3.01,,,,1,9:28,,,,
SMW,HC,2021,8,8,6:38,1,U08803,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,18.3,N,0,,1,F,F,F,F,3.93,,,,1,10:59,,,,
SMW,HC,2021,8,8,7:00,1,U08804,F,F,BBLH,M,2,,B,30,,2,Y,,,,,,,51,22.8,N,T,,2,1,2,F,F,3.34,,,,,,,,,
SMW,HC,2021,8,8,7:06,1,U08805,E,F,BCHU,F,1,,LS,,,0,N,U,E,,4X4,P,,46.5,21.3,N,T,2,1,2,1,F,M,3.39,,,,,,,,,
SMW,HC,2021,8,8,7:08,1,U08806,E,F,BCHU,F,1,,LS,,,0,N,U,E,,4X4,P,,45,19.3,WH,T,2,2,2,L,F,M,3.22,,,,,,,,,
SMW,HC,2021,8,8,7:15,1,U08807,F,F,BBLH,F,2,,,,,3,Y,,,,,,,52.5,20.4,N,0,2,1,1,F,F,F,3.14,,,,,,,,,
SMW,HC,2021,8,8,7:25,1,U08808,E,F,BBLH,F,2,,,,,2,Y,,,,,,,52,20.8,N,0,2,2,1,2,F,F,2.99,,,,,,,,,
SMW,HC,2021,8,8,7:45,1,U08809,F,F,BBLH,M,2,,B,15,,2,Y,,,,,,,51,22,N,0,,2,2,3,F,F,3.23,,,,,,,,,
SMW,HC,2021,8,8,7:53,1,U08810,F,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46.5,21,N,P,5,F,F,4,F,L,3.29,,,,,,,,,
GS,HC,2021,7,10,7:07,1,U08811,E,E,BBLH,M,1,,B,99,,,,,,,,,,49,20.6,N,0,,1,1,F,F,F,3.06,,,,1,9:06,,,,
SMW,HC,2021,8,8,7:55,1,U08812,F,F,BBLH,M,2,,B,20,,3,Y,,,,,,,51,21.4,N,0,,1,1,F,F,F,3.14,,,,1,8:22,,,,
SMW,HC,2021,8,8,7:59,1,U08813,E,F,BCHU,F,1,,MS,,,0,N,U,E,,,P,,46,21.5,N,P,2,2,2,L,F,M,3.62,,,,,,,,,NC
SMW,HC,2021,8,8,8:04,1,U08814,E,F,ANHU,M,1,,R,90,90,,,,,,,,,48,19.7,N,0,,2,F,F,F,F,4.26,,,,,,,,,
SMW,HC,2021,8,8,8:39,1,U08815,E,F,BCHU,F,2,,NS,,,1,Y,U,R,,5X4,R,,46,21.7,N,P,2,2,2,F,F,L,3.32,,,,,,,,,
SMW,HC,2021,8,8,8:41,1,U08816,F,F,BBLH,M,1,,B,99,,,,,,,,,,49,21.5,N,0,,2,2,0,1,4,3.58,,,, , ,,,,
SMW,HC,2021,8,8,9:01,1,U08817,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.7,N,0,,1,F,9,F,F,3.91,,,,,,,,,
SMW,HC,2021,8,8,9:42,1,U08818,E,F,BBLH,M,2,,B,15,,2,Y,,,,,,,51,21.9,N,0,,2,3,6,F,F,3.54,,,,,,,,,
SMW,HC,2021,8,8,9:48,1,U08819,E,F,ANHU,M,1,,R,60,70,,,,,,,,,50,18.7,N,0,,3,F,F,F,F,4.05,,,,,,,,,NC
SMW,HC,2021,8,8,9:59,1,U08820,F,F,BBLH,F,2,,,,,2,Y,,,,,,,50,21.1,N,0,2,1,F,3,F,F,3.01,,,,,,,,,
SMW,HC,2021,8,8,10:09,1,U08821,F,F,BCHU,F,1,,MS,,,0,N,U,E,,,P,,45.5,20.3,N,0,2,L,L,F,F,M,3.2,,,,,,,,,
SMW,HC,2021,8,8,10:14,1,U08822,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,17.8,N,0,,1,F,F,F,F,3.86,,,,,,,,,
SMW,HC,2021,8,8,10:22,1,U08823,E,F,ANHU,M,1,,R,99,99,,,,,,,,,50,18.9,N,0,,1,F,9,4,F,4.5,,,,,,,,,
SMW,HC,2021,8,8,10:34,1,U08824,F,F,BBLH,M,2,,B,40,,3,Y,,,,,,,50.5,21.3,N,0,,1,1,4,F,L,2.93,,,,,,,,,
SMW,HC,2021,8,8,10:48,1,U08825,F,F,BBLH,F,2,,,,,3,Y,,,,,,,49,23,N,0,2,2,2,3,F,F,3.13,,,,,,,,,
SMW,HC,2021,9,21,7:59,R,U08825,1,,BBLH,F,2,,NS,,,1,Y,,,,,,,50,21.7,N,0,2,F,F,8,2,2,2.87,,,,,,,,,
SMW,HC,2021,8,8,10:50,1,U08826,F,F,BBLH,M,1,,B,99,,,,,,,,,,52,22.4,N,T,,2,2,L,F,F,3.5,,,,,,,,,
SMW,HC,2021,8,8,10:55,1,U08827,E,F,ANHU,M,1,,R,90,95,,,,,,,,,0,19.1,N,P,,1,1,9,4,5,4.25,,,,,,,,,NC
SMW,HC,2021,8,8,10:58,1,U08828,F,F,ANHU,F,1,,R,15,,0,S,E,E,,,N,,50.5,18.6,N,T,5,1,1,F,F,F,3.76,,,,,,,,,
SMW,HC,2021,8,8,11:04,1,U08829,E,F,BBLH,M,1,,B,99,,,,,,,,,,50,20.9,N,0,,1,L,7,L,1,3.2,,,,,,,,,
SMW,HC,2021,9,4,8:20,1,U08830,D,F,BCHU,M,1,,V,99,,,,,,,,,,43,20.3,N,1,,F,1,L,F,M,3.38,,,,,,,,,
SMW,HC,2021,9,4,11:00,1,U08831,F,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,47.5,22.3,WH,0,5,2,2,3,F,M,3.52,,,,,,,,,
SMW,HC,2021,9,4,11:05,1,U08832,F,F,BCHU,F,2,,LS,,,2,Y,U,R,,5X4,R,,47,21.6,N,0,2,2,2,F,F,L,3.71,,,,,,,,,
SMW,HC,2021,9,4,11:12,1,U08833,E,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,47,21.8,N,0,2,2,2,5,F,L,3.72,,,,,,,,,
SMW,HC,2021,9,4,11:16,1,U08834,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,45.5,20.4,N,0,2,2,2,3,F,M,3.55,,,,,,,,,
SMW,HC,2021,9,21,6:35,1,U08835,F,F,ANHU,M,1,,R,99,85,,,,49,,,,,49,20.3,WH,T,,3,2,F,F,F,4.62,,,,1,11:05,,,,ADULT TAIL
SMW,HC,2021,9,21,6:39,1,U08836,F,F,BBLH,F,2,,NS,,,3,Y,,,,,,,50,22.8,N,1,2,F,F,F,F,L,3.38,,,,2,8:15,11:05,,,
SMW,HC,2021,9,21,6:46,1,U08837,E,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46,21,N,1,2,2,1,L,L,M,3.76,,,,1,10:36,,,,
SMW,HC,2021,9,21,7:08,1,U08838,E,F,BBLH,F,1,,NS,,,,,,,,,,,48.5,20.8,YU,T,2,1,1,0,3,4,3.04,,,,,,,,,
SMW,HC,2021,9,21,7:12,1,U08839,F,F,ANHU,M,1,,R,85,80,,,,,,,,,49,19.5,N,1,,3,1,F,F,F,4.34,,,,1,11:18,,,,ADULT TAIL
SMW,HC,2021,9,21,7:31,1,U08840,F,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,49,21.8,N,1,5,F,F,L,F,M,3.6,,,,,,,,,
SMW,HC,2021,9,21,7:53,1,U08841,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,47,21.8,N,2,2,1,F,2,F,L,4.37,,,,,,,,,
SMW,HC,2021,9,21,8:03,1,U08842,F,F,BCHU,F,2,,NS,,,3,Y,U,R,,5X5,R,,47,20.4,N,T,2,F,F,F,F,L,3.86,,,,,,,,,
SMW,HC,2021,9,21,8:06,1,U08843,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.8,N,3,,F,F,F,F,F,5.14,,,,,,,,,
SMW,HC,2021,9,21,8:09,1,U08844,D,F,BCHU,F,2,,LS,,,2,Y,U,R,,5X5,R,,49,21.1,N,1,2,F,F,F,F,L,3.49,,,,,,,,,
SMW,HC,2021,9,21,8:09,4,U08845,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMW,HC,2021,9,21,8:33,1,U08846,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,48,21.4,N,1,2,F,F,L,F,M,3.83,,,,,,,,,
SMW,HC,2021,9,21,8:55,1,U08847,E,F,BCHU,F,2,,LS,,,2,Y,U,R,,4X5,R,,48,21.2,N,T,2,F,F,F,F,L,3.28,,,,,,,,,
SMW,HC,2021,9,21,9:08,1,U08848,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,19,N,T,,F,F,F,F,F,4.18,,,,,,,,,
SMW,HC,2021,9,21,9:18,1,U08849,E,F,ANHU,F,1,,R,10,,0,N,E,E,,,N,,50,19.3,WH,1,2,F,F,F,F,F,4.02,,,,,,,,,
SMW,HC,2021,9,21,9:25,1,U08850,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50.5,20.3,N,1,2,F,F,F,F,F,4.08,,,,,,,,,
SMW,HC,2021,10,2,6:50,1,U09001,F,G,ANHU,F,1,,R,25,,0,N,E,E,,,IN,,50,19.7,N,T,5,F,F,F,F,F,4.27,,,,,,,,,ONE WHITE FEATHER NEAR BEAK
SMW,HC,2021,10,2,6:29,1,U09002,F,G,ANHU,F,2,,HS,,,1,N,E,R,,,I,,49,19.4,N,1,2,F,F,3,F,F,4.07,,,,,,,,,
SMW,HC,2021,10,2,6:56,1,U09003,G,G,BCHU,F,2,,LS,,,3,Y,U,R,,4X3,R,,47.5,21.8,N,T,2,F,F,F,F,L,3.29,,,,1,10:21,,,,
SMW,HC,2021,10,2,7:02,1,U09004,F,G,ANHU,F,1,,R,45,,0,S,E,E,,,N,,50.5,19.6,N,T,2,F,F,F,F,F,3.76,,,,,,,,,
SMW,HC,2021,10,2,7:05,1,U09005,F,G,ANHU,F,1,,R,5,,0,S,E,E,,,N,,49.5,19.6,N,T,2,F,1,F,F,F,3.77,,,,,,,,,
SMW,HC,2021,10,2,7:31,1,U09006,G,G,ANHU,F,1,,R,25,0,0,N,E,E,,6X3,N,,51,18.8,N,0,2,F,F,F,F,F,3.65,,,,,,,,,
SMW,HC,2021,10,2,7:51,1,U09007,G,G,ANHU,F,1,,R,70,15,0,N,E,E,,,N,,51.5,17.8,N,1,2,F,F,F,F,F,4.73,,,,1,11:29,,,,
SMW,HC,2021,10,2,8:08,1,U09008,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,50,20.3,N,1,2,F,F,F,F,F,3.96,,,,,,,,,
SMW,HC,2021,10,2,8:14,1,U09009,F,G,ANHU,F,1,,R,25,,0,S,E,E,,,R,,49,18.7,N,3,2,F,F,F,F,F,4.28,,,,1,10:22,,,,
SMW,HC,2021,10,2,8:27,1,U09010,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,48.5,18.2,N,T,2,F,F,F,F,F,3.39,,,,,,,,,
SMW,HC,2021,10,2,8:30,1,U09011,F,G,ANHU,F,1,,R,25,,0,N,E,E,,,N,,50.5,19.7,N,0,2,1,1,F,1,F,3.59,,,,,,,,,
SMW,HC,2021,10,2,8:34,1,U09012,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,N,,48.5,18.7,N,1,2,F,F,F,F,F,4.35,,,,,,,,,
SMW,HC,2021,10,2,8:46,1,U09013,F,G,ANHU,F,1,,R,15,,0,N,E,E,,,N,,50.5,19.6,N,1,2,F,F,F,F,F,4.21,,,,1,11:02,,,,
SMW,HC,2021,10,2,8:54,1,U09014,E,G,ANHU,F,1,,R,25,,0,S,E,E,,,N,,50.5,18.9,N,2,2,F,F,F,F,F,4.61,,,,,,,,,
SMW,HC,2021,10,2,9:02,1,U09015,F,G,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,47,20.3,N,T,2,F,F,F,F,,3.16,,,,,,,,,MISSING 8 TAIL FEATHERS
SMW,HC,2021,10,2,9:15,1,U09016,E,G,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50.5,18.4,N,2,2,F,F,F,F,F,4.26,,,,,,,,,
SMW,HC,2021,10,2,9:19,1,U09017,F,G,ANHU,F,1,,R,30,,0,S,E,E,,,R,,50.5,19.4,YN,2,2,F,F,F,F,F,4.2,,,,,,,,,
SMW,HC,2021,10,2,9:31,1,U09018,F,G,ANHU,F,1,,R,7,,0,S,E,E,,,N,,50,19.2,N,T,2,1,F,F,F,F,3.77,,,,,,,,,
SMW,HC,2021,10,2,9:45,1,U09019,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,48.5,19.5,N,T,2,F,F,F,F,F,4.33,,,,,,,,,
SMW,HC,2021,10,2,10:06,1,U09020,E,G,ANHU,F,1,,R,5,,0,S,E,E,,,N,,49,18.7,N,1,2,1,F,F,F,F,4.08,,,,,,,,,
SMW,HC,2021,10,2,10:13,1,U09021,F,G,ANHU,F,1,,R,10,,0,S,E,E,,,R,,49,18.5,N,T,2,F,F,F,F,F,3.91,,,,,,,,,
SMW,HC,2021,10,2,10:15,1,U09022,F,G,ANHU,F,2,,HS,,,1,S,E,R,,,N,,48,18.9,N,P,2,1,F,8,2,F,3.63,,,,,,,,,
SMW,HC,2021,10,2,10:38,1,U09023,F,G,ANHU,F,1,,R,20,,0,N,E,E,,,R,,49.5,18.1,OUH,0,2,F,F,F,F,L,3.69,,,,,,,,,
SMW,HC,2021,10,2,10:41,1,U09024,F,G,ANHU,F,1,,R,50,,0,S,E,E,,,R,,49,19.3,N,T,2,F,F,F,F,F,4.64,,,,,,,,,NC
SMW,HC,2021,10,2,10:44,1,U09025,F,G,ANHU,F,1,,R,10,,0,S,E,E,,,R,,49.5,19,N,1,2,1,1,F,F,F,4.5,,,,1,11:33,,,,
SMW,HC,2021,10,2,10:50,1,U09026,E,G,ANHU,F,1,,R,35,,0,S,E,E,,,N,,49.5,19.8,N,1,2,F,F,F,F,F,4.52,,,,,,,,,
SMW,HC,2021,10,2,11:07,1,U09027,E,G,ANHU,F,2,,R,5,,2,Y,E,E,,,N,,50.5,19.7,N,1,2,F,F,F,F,F,4.31,,,,,,,,,NC
SMW,HC,2021,10,2,11:16,1,U09028,F,G,ANHU,F,2,,R,12,,2,S,E,R,,,N,,48.5,19.3,N,0,2,F,F,F,F,F,3.72,,,,,,,,,
SMW,HC,2021,10,2,11:19,1,U09029,F,G,ANHU,M,2,,R,30,4,1,S,E,R,,,Y,,49,18.8,N,0,,F,F,6,L,L,4.33,,,,,,,,,
SMW,HC,2021,9,21,8:45,1,U09051,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,45,20.3,N,1,,F,F,F,F,F,3.39,,,,,,,,,
SMW,HC,2021,9,21,8:58,1,U09052,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,3X3,P,,45.5,19.4,N,2,,F,F,F,F,L,3.56,,,,,,,,,
SMW,HC,2021,9,21,9:21,1,U09053,D,D,BCHU,M,2,,V,10,,2,Y,U,E,,1X1,P,,42,19.1,N,0,,F,F,F,F,L,3.11,,,,,,,,,
SMW,HC,2021,9,21,10:14,1,U09054,D,D,BCHU,M,2,,MS,,,2,Y,U,E,,,P,,45,20.4,N,1,,F,F,F,F,L,3.24,,,,,,,,,
SMW,HC,2021,9,21,11:01,1,U09055,C,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,19.3,N,1,,F,F,F,F,L,3.44,,,,,,,,,
SMW,HC,2021,9,21,11:03,1,U09056,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,20.1,N,T,,1,1,6,L,L,3.5,,,,,,,,,
SMW,HC,2021,9,21,11:26,1,U09057,C,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.2,N,3,,1,1,4,F,L,4.11,,,,,,,,,
SMW,HC,2021,10,2,6:45,1,U09058,D,D,BCHU,M,2,,LS,,,2,S,U,E,,2X2,P,,46.5,18.9,N,2,,F,F,F,F,F,3.67,,,,1,9:12,,,,
SMW,HC,2021,10,2,6:45,4,U09059,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMW,HC,2021,10,2,7:38,1,U09060,D,D,BCHU,M,2,,LS,,,1,Y,U,E,,2X2,P,,47,19.3,N,1,,F,F,F,F,F,4.24,,,,,,,,,
SMW,HC,2021,10,2,8:00,1,U09061,C,D,COHU,F,1,,LS,,,0,S,E,E,,,N,,43.5,19.2,N,T,2,F,F,F,F,F,3.3,,,,,,,,,
SMW,HC,2021,10,2,8:42,1,U09062,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,2X2,P,,45,19.8,N,0,,F,F,F,F,L,3.02,,,,1,10:56,,,,
SMW,HC,2021,10,2,9:51,1,U09063,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,3X2,P,,45,18.2,N,T,,F,F,F,F,L,3.25,,,,,,,,,
SMW,HC,2021,10,2,11:32,1,U09064,D,D,RUHU,M,2,,O,6,,3,S,,75,RB,N,,3.8,43,15.7,N,T,,F,F,L,F,L,2.82,,,,,,,,,
SMW,HC,2021,9,21,9:37,1,U09201,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.8,N,0,,1,F,F,F,F,4.35,,,,,,,,,
SMW,HC,2021,9,21,9:40,1,U09202,F,F,BBLH,F,1,,NS,,,0,N,,,,,,,50,21.8,N,T,2,1,L,7,1,M,3.21,,,,,,,,,
SMW,HC,2021,9,21,10:32,1,U09203,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X4,R,,47,22.2,N,2,2,F,F,F,F,L,3.93,,,,,,,,,
